Date,Close
1/3/2017,5429.080078
1/4/2017,5477
1/5/2017,5487.939941
1/6/2017,5521.060059
1/9/2017,5531.819824
1/10/2017,5551.819824
1/11/2017,5563.649902
1/12/2017,5547.490234
1/13/2017,5574.120117
1/17/2017,5538.72998
1/18/2017,5555.649902
1/19/2017,5540.080078
1/20/2017,5555.330078
1/23/2017,5552.939941
1/24/2017,5600.959961
1/25/2017,5656.339844
1/26/2017,5655.180176
1/27/2017,5660.779785
1/30/2017,5613.709961
1/31/2017,5614.790039
2/1/2017,5642.649902
2/2/2017,5636.200195
2/3/2017,5666.77002
2/6/2017,5663.549805
2/7/2017,5674.220215
2/8/2017,5682.450195
2/9/2017,5715.180176
2/10/2017,5734.129883
2/13/2017,5763.959961
2/14/2017,5782.569824
2/15/2017,5819.439941
2/16/2017,5814.899902
2/17/2017,5838.580078
2/21/2017,5865.950195
2/22/2017,5860.629883
2/23/2017,5835.509766
2/24/2017,5845.310059
2/27/2017,5861.899902
2/28/2017,5825.439941
3/1/2017,5904.029785
3/2/2017,5861.220215
3/3/2017,5870.75
3/6/2017,5849.180176
3/7/2017,5833.930176
3/8/2017,5837.549805
3/9/2017,5838.810059
3/10/2017,5861.72998
3/13/2017,5875.779785
3/14/2017,5856.819824
3/15/2017,5900.049805
3/16/2017,5900.759766
3/17/2017,5901
3/20/2017,5901.529785
3/21/2017,5793.830078
3/22/2017,5821.640137
3/23/2017,5817.689941
3/24/2017,5828.740234
3/27/2017,5840.370117
3/28/2017,5875.140137
3/29/2017,5897.549805
3/30/2017,5914.339844
3/31/2017,5911.740234
4/3/2017,5894.680176
4/4/2017,5898.609863
4/5/2017,5864.47998
4/6/2017,5878.950195
4/7/2017,5877.810059
4/10/2017,5880.930176
4/11/2017,5866.77002
4/12/2017,5836.160156
4/13/2017,5805.149902
4/17/2017,5856.790039
4/18/2017,5849.470215
4/19/2017,5863.029785
4/20/2017,5916.779785
4/21/2017,5910.52002
4/24/2017,5983.819824
4/25/2017,6025.490234
4/26/2017,6025.22998
4/27/2017,6048.939941
4/28/2017,6047.609863
5/1/2017,6091.600098
5/2/2017,6095.370117
5/3/2017,6072.549805
5/4/2017,6075.339844
5/5/2017,6100.759766
5/8/2017,6102.660156
5/9/2017,6120.589844
5/10/2017,6129.140137
5/11/2017,6115.959961
5/12/2017,6121.22998
5/15/2017,6149.669922
5/16/2017,6169.870117
5/17/2017,6011.240234
5/18/2017,6055.129883
5/19/2017,6083.700195
5/22/2017,6133.620117
5/23/2017,6138.709961
5/24/2017,6163.02002
5/25/2017,6205.259766
5/26/2017,6210.189941
5/30/2017,6203.189941
5/31/2017,6198.52002
6/1/2017,6246.830078
6/2/2017,6305.799805
6/5/2017,6295.680176
6/6/2017,6275.060059
6/7/2017,6297.379883
6/8/2017,6321.759766
6/9/2017,6207.919922
6/12/2017,6175.459961
6/13/2017,6220.370117
6/14/2017,6194.890137
6/15/2017,6165.5
6/16/2017,6151.759766
6/19/2017,6239.009766
6/20/2017,6188.029785
6/21/2017,6233.950195
6/22/2017,6236.689941
6/23/2017,6265.25
6/26/2017,6247.149902
6/27/2017,6146.620117
6/28/2017,6234.410156
6/29/2017,6144.350098
6/30/2017,6140.419922
7/3/2017,6110.060059
7/5/2017,6150.859863
7/6/2017,6089.459961
7/7/2017,6153.080078
7/10/2017,6176.390137
7/11/2017,6193.299805
7/12/2017,6261.169922
7/13/2017,6274.439941
7/14/2017,6312.470215
7/17/2017,6314.430176
7/18/2017,6344.310059
7/19/2017,6385.040039
7/20/2017,6390
7/21/2017,6387.75
7/24/2017,6410.810059
7/25/2017,6412.169922
7/26/2017,6422.75
7/27/2017,6382.189941
7/28/2017,6374.680176
7/31/2017,6348.120117
8/1/2017,6362.939941
8/2/2017,6362.649902
8/3/2017,6340.339844
8/4/2017,6351.560059
8/7/2017,6383.77002
8/8/2017,6370.459961
8/9/2017,6352.330078
8/10/2017,6216.870117
8/11/2017,6256.560059
8/14/2017,6340.22998
8/15/2017,6333.009766
8/16/2017,6345.109863
8/17/2017,6221.910156
8/18/2017,6216.529785
8/21/2017,6213.129883
8/22/2017,6297.47998
8/23/2017,6278.410156
8/24/2017,6271.330078
8/25/2017,6265.640137
8/28/2017,6283.02002
8/29/2017,6301.890137
8/30/2017,6368.310059
8/31/2017,6428.660156
9/1/2017,6435.330078
9/5/2017,6375.569824
9/6/2017,6393.310059
9/7/2017,6397.870117
9/8/2017,6360.189941
9/11/2017,6432.259766
9/12/2017,6454.279785
9/13/2017,6460.189941
9/14/2017,6429.080078
9/15/2017,6448.470215
9/18/2017,6454.640137
9/19/2017,6461.319824
9/20/2017,6456.040039
9/21/2017,6422.689941
9/22/2017,6426.919922
9/25/2017,6370.589844
9/26/2017,6380.160156
9/27/2017,6453.259766
9/28/2017,6453.450195
9/29/2017,6495.959961
10/2/2017,6516.720215
10/3/2017,6531.709961
10/4/2017,6534.629883
10/5/2017,6585.359863
10/6/2017,6590.180176
10/9/2017,6579.72998
10/10/2017,6587.25
10/11/2017,6603.549805
10/12/2017,6591.509766
10/13/2017,6605.799805
10/16/2017,6624
10/17/2017,6623.660156
10/18/2017,6624.220215
10/19/2017,6605.069824
10/20/2017,6629.049805
10/23/2017,6586.830078
10/24/2017,6598.430176
10/25/2017,6563.890137
10/26/2017,6556.77002
10/27/2017,6701.259766
10/30/2017,6698.959961
10/31/2017,6727.669922
11/1/2017,6716.529785
11/2/2017,6714.939941
11/3/2017,6764.439941
11/6/2017,6786.439941
11/7/2017,6767.779785
11/8/2017,6789.120117
11/9/2017,6750.049805
11/10/2017,6750.939941
11/13/2017,6757.600098
11/14/2017,6737.870117
11/15/2017,6706.209961
11/16/2017,6793.290039
11/17/2017,6782.790039
11/20/2017,6790.709961
11/21/2017,6862.47998
11/22/2017,6867.359863
11/24/2017,6889.160156
11/27/2017,6878.52002
11/28/2017,6912.359863
11/29/2017,6824.390137
11/30/2017,6873.970215
12/1/2017,6847.589844
12/4/2017,6775.370117
12/5/2017,6762.209961
12/6/2017,6776.379883
12/7/2017,6812.839844
12/8/2017,6840.080078
12/11/2017,6875.080078
12/12/2017,6862.319824
12/13/2017,6875.799805
12/14/2017,6856.529785
12/15/2017,6936.580078
12/18/2017,6994.759766
12/19/2017,6963.850098
12/20/2017,6960.959961
12/21/2017,6965.359863
12/22/2017,6959.959961
12/26/2017,6936.25
12/27/2017,6939.339844
12/28/2017,6950.160156
12/29/2017,6903.390137
1/2/2018,7006.899902
1/3/2018,7065.529785
1/4/2018,7077.910156
1/5/2018,7136.560059
1/8/2018,7157.390137
1/9/2018,7163.580078
1/10/2018,7153.569824
1/11/2018,7211.779785
1/12/2018,7261.060059
1/16/2018,7223.689941
1/17/2018,7298.279785
1/18/2018,7296.049805
1/19/2018,7336.379883
1/22/2018,7408.029785
1/23/2018,7460.290039
1/24/2018,7415.060059
1/25/2018,7411.160156
1/26/2018,7505.77002
1/29/2018,7466.509766
1/30/2018,7402.47998
1/31/2018,7411.47998
2/1/2018,7385.859863
2/2/2018,7240.950195
2/5/2018,6967.529785
2/6/2018,7115.879883
2/7/2018,7051.97998
2/8/2018,6777.160156
2/9/2018,6874.490234
2/12/2018,6981.959961
2/13/2018,7013.509766
2/14/2018,7143.620117
2/15/2018,7256.430176
2/16/2018,7239.470215
2/20/2018,7234.310059
2/21/2018,7218.22998
2/22/2018,7210.089844
2/23/2018,7337.390137
2/26/2018,7421.459961
2/27/2018,7330.350098
2/28/2018,7273.009766
3/1/2018,7180.560059
3/2/2018,7257.870117
3/5/2018,7330.709961
3/6/2018,7372.009766
3/7/2018,7396.649902
3/8/2018,7427.950195
3/9/2018,7560.810059
3/12/2018,7588.319824
3/13/2018,7511.009766
3/14/2018,7496.810059
3/15/2018,7481.740234
3/16/2018,7481.990234
3/19/2018,7344.240234
3/20/2018,7364.299805
3/21/2018,7345.290039
3/22/2018,7166.680176
3/23/2018,6992.669922
3/26/2018,7220.540039
3/27/2018,7008.810059
3/28/2018,6949.22998
3/29/2018,7063.450195
4/2/2018,6870.120117
4/3/2018,6941.279785
4/4/2018,7042.109863
4/5/2018,7076.549805
4/6/2018,6915.109863
4/9/2018,6950.339844
4/10/2018,7094.299805
4/11/2018,7069.029785
4/12/2018,7140.25
4/13/2018,7106.649902
4/16/2018,7156.279785
4/17/2018,7281.100098
4/18/2018,7295.240234
4/19/2018,7238.060059
4/20/2018,7146.129883
4/23/2018,7128.600098
4/24/2018,7007.350098
4/25/2018,7003.740234
4/26/2018,7118.680176
4/27/2018,7119.799805
4/30/2018,7066.27002
5/1/2018,7130.700195
5/2/2018,7100.899902
5/3/2018,7088.149902
5/4/2018,7209.620117
5/7/2018,7265.209961
5/8/2018,7266.899902
5/9/2018,7339.910156
5/10/2018,7404.970215
5/11/2018,7402.879883
5/14/2018,7411.319824
5/15/2018,7351.629883
5/16/2018,7398.299805
5/17/2018,7382.470215
5/18/2018,7354.339844
5/21/2018,7394.040039
5/22/2018,7378.459961
5/23/2018,7425.959961
5/24/2018,7424.430176
5/25/2018,7433.850098
5/29/2018,7396.589844
5/30/2018,7462.450195
5/31/2018,7442.120117
6/1/2018,7554.330078
6/4/2018,7606.459961
6/5/2018,7637.859863
6/6/2018,7689.240234
6/7/2018,7635.069824
6/8/2018,7645.509766
6/11/2018,7659.930176
6/12/2018,7703.790039
6/13/2018,7695.700195
6/14/2018,7761.040039
6/15/2018,7746.379883
6/18/2018,7747.029785
6/19/2018,7725.589844
6/20/2018,7781.509766
6/21/2018,7712.950195
6/22/2018,7692.819824
6/25/2018,7532.009766
6/26/2018,7561.629883
6/27/2018,7445.080078
6/28/2018,7503.680176
6/29/2018,7510.299805
7/2/2018,7567.689941
7/3/2018,7502.669922
7/5/2018,7586.430176
7/6/2018,7688.390137
7/9/2018,7756.200195
7/10/2018,7759.200195
7/11/2018,7716.609863
7/12/2018,7823.919922
7/13/2018,7825.97998
7/16/2018,7805.720215
7/17/2018,7855.120117
7/18/2018,7854.439941
7/19/2018,7825.299805
7/20/2018,7820.200195
7/23/2018,7841.870117
7/24/2018,7840.77002
7/25/2018,7932.240234
7/26/2018,7852.180176
7/27/2018,7737.419922
7/30/2018,7630
7/31/2018,7671.790039
8/1/2018,7707.290039
8/2/2018,7802.689941
8/3/2018,7812.009766
8/6/2018,7859.680176
8/7/2018,7883.660156
8/8/2018,7888.330078
8/9/2018,7891.779785
