Date,Bitcoin,Gold,NASDAQ,Treasury Yield 10Years
3/24/2018,0.118138533,0.211985187,0.147114869,0.624096386
3/25/2018,0.115558173,0.211985187,0.147114869,0.624096386
3/26/2018,0.111270348,0.21770845,0.168554688,0.627576975
3/27/2018,0.105635289,0.203007519,0.148633461,0.61231593
3/28/2018,0.107453549,0.183817753,0.143027697,0.609370817
3/29/2018,0.095643537,0.182246661,0.153774436,0.600267738
3/30/2018,0.091523399,0.182246661,0.153774436,0.600267738
3/31/2018,0.092766264,0.182246661,0.153774436,0.600267738
4/1/2018,0.090830321,0.182246661,0.153774436,0.600267738
4/2/2018,0.094417283,0.203905286,0.135584417,0.597858099
4/3/2018,0.099991698,0.193468746,0.14227968,0.611780455
4/4/2018,0.090974205,0.196835372,0.151766569,0.612851406
4/5/2018,0.090339825,0.183929974,0.155006951,0.624631861
4/6/2018,0.087717385,0.192458759,0.139817407,0.609370817
4/7/2018,0.091831381,0.192458759,0.139817407,0.609370817
4/8/2018,0.093514743,0.192458759,0.139817407,0.609370817
4/9/2018,0.089729842,0.197396476,0.143132122,0.61231593
4/10/2018,0.090688528,0.203793065,0.156677011,0.615261044
4/11/2018,0.092688258,0.220065088,0.154299408,0.613386881
4/12/2018,0.106476893,0.199753114,0.161000367,0.625167336
4/13/2018,0.106577358,0.206935249,0.157839005,0.623828648
4/14/2018,0.10792908,0.206935249,0.157839005,0.623828648
4/15/2018,0.113062706,0.206935249,0.157839005,0.623828648
4/16/2018,0.109013534,0.209965212,0.162508576,0.624631861
4/17/2018,0.106669138,0.209628549,0.174252656,0.619812584
4/18/2018,0.110581905,0.214117383,0.175583072,0.634002677
4/19/2018,0.112541651,0.209179666,0.17020311,0.646586345
4/20/2018,0.120799297,0.19784536,0.161553593,0.656492637
4/21/2018,0.121544179,0.19784536,0.161553593,0.656492637
4/22/2018,0.120149937,0.19784536,0.161553593,0.656492637
4/23/2018,0.122072706,0.181909999,0.159904253,0.662382865
4/24/2018,0.133550932,0.191897655,0.148496096,0.665060241
4/25/2018,0.120797952,0.180451128,0.148156452,0.676037483
4/26/2018,0.127322515,0.174952306,0.158970908,0.666934404
4/27/2018,0.12291371,0.17944114,0.159076252,0.658099063
4/28/2018,0.128325234,0.17944114,0.159076252,0.658099063
4/29/2018,0.129382288,0.17944114,0.159076252,0.658099063
4/30/2018,0.126709241,0.174840085,0.154039747,0.652476573
5/1/2018,0.124889482,0.1609247,0.160101846,0.663186078
5/2/2018,0.12663992,0.15957805,0.157298,0.659973226
5/3/2018,0.134245063,0.168667939,0.156098379,0.655153949
5/4/2018,0.133599739,0.170912356,0.167527255,0.654618474
5/5/2018,0.135956272,0.170912356,0.167527255,0.654618474
5/6/2018,0.132911603,0.170912356,0.167527255,0.654618474
5/7/2018,0.128692499,0.170351251,0.172757587,0.6562249
5/8/2018,0.126623457,0.17012681,0.172916589,0.661311914
5/9/2018,0.127976363,0.169341264,0.17978597,0.670682731
5/10/2018,0.123765506,0.180002244,0.185907334,0.66184739
5/11/2018,0.114745315,0.177982269,0.185710659,0.66184739
5/12/2018,0.115694563,0.177982269,0.185710659,0.66184739
5/13/2018,0.118974303,0.177982269,0.185710659,0.66184739
5/14/2018,0.118867244,0.175176748,0.186504755,0.668273092
5/15/2018,0.115776766,0.144203793,0.180888655,0.69103079
5/16/2018,0.11365741,0.145662664,0.185279729,0.695046854
5/17/2018,0.109547303,0.143418247,0.183790356,0.698795181
5/18/2018,0.111892745,0.145662664,0.181143629,0.687550201
5/19/2018,0.111835998,0.145662664,0.181143629,0.687550201
5/20/2018,0.115819739,0.145662664,0.181143629,0.687550201
5/21/2018,0.114408433,0.145662664,0.184878937,0.687014726
5/22/2018,0.108760646,0.147345977,0.18341304,0.687014726
5/23/2018,0.101514552,0.144652676,0.187882215,0.670414993
5/24/2018,0.10195654,0.160812479,0.187738281,0.664524766
5/25/2018,0.100351492,0.160363596,0.188624581,0.651137885
5/26/2018,0.098491004,0.160363596,0.188624581,0.651137885
5/27/2018,0.09867577,0.160363596,0.188624581,0.651137885
5/28/2018,0.095198704,0.160363596,0.188624581,0.651137885
5/29/2018,0.100238445,0.155201436,0.185118842,0.607496653
5/30/2018,0.099249214,0.15834362,0.191315504,0.627309237
5/31/2018,0.100561553,0.156772528,0.18940269,0.621954485
6/1/2018,0.101269457,0.150824823,0.199960288,0.641499331
6/2/2018,0.102796653,0.150824823,0.199960288,0.641499331
6/3/2018,0.103946539,0.150824823,0.199960288,0.641499331
6/4/2018,0.100865499,0.148917069,0.204865079,0.652744311
6/5/2018,0.102651563,0.153854786,0.20781943,0.647925033
6/6/2018,0.10295431,0.153405903,0.2126537,0.66291834
6/7/2018,0.103317547,0.155201436,0.207556921,0.65167336
6/8/2018,0.102519208,0.154528111,0.208539193,0.652744311
6/9/2018,0.101127664,0.154528111,0.208539193,0.652744311
6/10/2018,0.089958772,0.154528111,0.208539193,0.652744311
6/11/2018,0.091768947,0.155425878,0.209895979,0.658099063
6/12/2018,0.086909469,0.151161486,0.214022661,0.658099063
6/13/2018,0.08342896,0.153181461,0.213261504,0.663453815
6/14/2018,0.088301766,0.161149142,0.219409192,0.655153949
6/15/2018,0.08502623,0.128156211,0.218029849,0.649263722
6/16/2018,0.086427358,0.128156211,0.218029849,0.649263722
6/17/2018,0.085665405,0.128156211,0.218029849,0.649263722
6/18/2018,0.089192177,0.129951745,0.218090997,0.649799197
6/19/2018,0.089718013,0.12927842,0.216073758,0.640963855
6/20/2018,0.089816979,0.124340703,0.221335146,0.650334672
6/21/2018,0.089116122,0.119851868,0.21488452,0.642034806
6/22/2018,0.079443129,0.12007631,0.212990496,0.642838019
6/23/2018,0.080622813,0.12007631,0.212990496,0.642838019
6/24/2018,0.080783768,0.12007631,0.212990496,0.642838019
6/25/2018,0.081920933,0.118056335,0.197860217,0.636144578
6/26/2018,0.079592554,0.107956458,0.200647112,0.637483266
6/27/2018,0.080542709,0.103692066,0.189681186,0.623293173
6/28/2018,0.076744334,0.098081023,0.195194746,0.628647925
6/29/2018,0.081458576,0.102008753,0.195817573,0.6291834
6/30/2018,0.084238974,0.102008753,0.195817573,0.6291834
7/1/2018,0.083966771,0.102008753,0.195817573,0.6291834
7/2/2018,0.087385898,0.089103355,0.20121729,0.63373494
7/3/2018,0.086119369,0.102345416,0.195099693,0.626238286
7/4/2018,0.0871369,0.102345416,0.195099693,0.626238286
7/5/2018,0.087759612,0.108742004,0.202980519,0.626773762
7/6/2018,0.088274065,0.105375379,0.212573716,0.624364123
7/7/2018,0.091020475,0.105375379,0.212573716,0.624364123
7/8/2018,0.089777004,0.105375379,0.212573716,0.624364123
7/9/2018,0.089295939,0.109639771,0.218953822,0.632128514
7/10/2018,0.083130262,0.104814274,0.219236085,0.635609103
7/11/2018,0.084099879,0.092469981,0.215228851,0.627309237
7/12/2018,0.081615941,0.09493884,0.225325428,0.630254351
7/13/2018,0.081754283,0.088878914,0.225519254,0.624364123
7/14/2018,0.082324291,0.088878914,0.225519254,0.624364123
7/15/2018,0.083574795,0.088878914,0.225519254,0.624364123
7/16/2018,0.089295939,0.087195601,0.223613056,0.631593039
7/17/2018,0.097969364,0.073280215,0.228260988,0.633199465
7/18/2018,0.098714093,0.073953541,0.228196992,0.636144578
7/19/2018,0.100152653,0.069576927,0.225455258,0.628647925
7/20/2018,0.098464802,0.077544608,0.224975447,0.641499331
7/21/2018,0.099440413,0.077544608,0.224975447,0.641499331
7/22/2018,0.099428438,0.077544608,0.224975447,0.641499331
7/23/2018,0.103809688,0.071372461,0.227014324,0.660240964
7/24/2018,0.114487478,0.07126024,0.226910818,0.655957162
7/25/2018,0.110850964,0.079676804,0.235517057,0.652476573
7/26/2018,0.107410131,0.072831332,0.227984376,0.66291834
7/27/2018,0.110605708,0.069801369,0.217186825,0.658902276
7/28/2018,0.111012072,0.069801369,0.217186825,0.658902276
7/29/2018,0.111405992,0.069801369,0.217186825,0.658902276
7/30/2018,0.110837337,0.068342498,0.207079912,0.66291834
7/31/2018,0.104847734,0.071035798,0.211011848,0.659973226
8/1/2018,0.10251906,0.064526989,0.214351968,0.670414993
8/2/2018,0.101654248,0.056334867,0.223327944,0.665863454
8/3/2018,0.099666497,0.060374818,0.224204826,0.657028112
8/4/2018,0.093654436,0.060374818,0.224204826,0.657028112
8/5/2018,0.094187907,0.060374818,0.224204826,0.657028112
8/6/2018,0.092440914,0.05409045,0.228690035,0.653012048
8/7/2018,0.089466176,0.055212659,0.23094626,0.662382865
8/8/2018,0.082768673,0.058579284,0.231385644,0.66184739
8/9/2018,0.086697909,0.057793738,0.231710219,0.652208835
8/10/2018,0.080955652,0.056895971,0.226754617,0.631325301
8/11/2018,0.0826179,0.056895971,0.226754617,0.631325301
8/12/2018,0.083021559,0.056895971,0.226754617,0.631325301
8/13/2018,0.08264545,0.034676243,0.224929322,0.636680054
8/14/2018,0.08118024,0.036583997,0.229744756,0.641499331
8/15/2018,0.082809399,0.019189765,0.220639869,0.629986613
8/16/2018,0.083201828,0.017730894,0.223688308,0.635073628
8/17/2018,0.086883568,0.018067557,0.224611315,0.635609103
8/18/2018,0.084534831,0.018067557,0.224611315,0.635609103
8/19/2018,0.085767218,0.018067557,0.224611315,0.635609103
8/20/2018,0.082809548,0.029626305,0.225051617,0.622222222
8/21/2018,0.085508044,0.036135114,0.228642026,0.627844712
8/22/2018,0.083830374,0.040287285,0.231458093,0.622222222
8/23/2018,0.086198576,0.029850746,0.230456985,0.621686747
8/24/2018,0.088969688,0.05150937,0.236809801,0.623025435
8/25/2018,0.089616949,0.05150937,0.236809801,0.623025435
8/26/2018,0.088779537,0.05150937,0.236809801,0.623025435
8/27/2018,0.091435361,0.054539333,0.243576595,0.628915663
8/28/2018,0.094604142,0.0527438,0.244718835,0.638554217
8/29/2018,0.093868693,0.049489395,0.252212926,0.638554217
8/30/2018,0.092836638,0.041858377,0.250206024,0.632128514
8/31/2018,0.093725256,0.044776119,0.252198822,0.630254351
9/1/2018,0.096056027,0.044776119,0.252198822,0.630254351
9/2/2018,0.097245892,0.044776119,0.252198822,0.630254351
9/3/2018,0.09705634,0.044776119,0.252198822,0.630254351
9/4/2018,0.098577547,0.036247335,0.250477951,0.643373494
9/5/2018,0.090060735,0.038716193,0.241437979,0.643373494
9/6/2018,0.086113083,0.042082819,0.234622258,0.637215529
9/7/2018,0.08518329,0.037257322,0.232722629,0.654082999
9/8/2018,0.081573568,0.037257322,0.232722629,0.654082999
9/9/2018,0.082694709,0.037257322,0.232722629,0.654082999
9/10/2018,0.083126516,0.036583997,0.23475682,0.652744311
9/11/2018,0.08299925,0.039277298,0.239302212,0.663453815
9/12/2018,0.083457409,0.049713837,0.237586026,0.659705489
9/13/2018,0.085935509,0.046683874,0.243182372,0.659705489
9/14/2018,0.085866635,0.038828414,0.242837077,0.668005355
9/15/2018,0.086323147,0.038828414,0.242837077,0.668005355
9/16/2018,0.085933562,0.038828414,0.242837077,0.668005355
9/17/2018,0.08240035,0.044102794,0.232087536,0.669879518
9/18/2018,0.083749373,0.04084839,0.237762901,0.682463186
9/19/2018,0.084157224,0.046908316,0.237191804,0.691834003
9/20/2018,0.085970844,0.05139715,0.24454853,0.690495315
9/21/2018,0.089194126,0.040175065,0.240665521,0.687817938
9/22/2018,0.088999932,0.040175065,0.240665521,0.687817938
9/23/2018,0.088829994,0.040175065,0.240665521,0.687817938
9/24/2018,0.087104862,0.043653911,0.241257338,0.690495315
9/25/2018,0.084874856,0.044439457,0.242595288,0.696921017
9/26/2018,0.085601472,0.037706206,0.240986376,0.685943775
9/27/2018,0.088322726,0.024576366,0.24584132,0.684605087
9/28/2018,0.087834322,0.034900685,0.246253414,0.684605087
9/29/2018,0.087202932,0.034900685,0.246253414,0.684605087
9/30/2018,0.087556283,0.034900685,0.246253414,0.684605087
10/1/2018,0.087018171,0.029962967,0.245401891,0.69103079
10/2/2018,0.086516292,0.047132757,0.241850073,0.684605087
10/3/2018,0.085715114,0.042531702,0.244253081,0.712717537
10/4/2018,0.086824576,0.041297273,0.230555759,0.722356091
10/5/2018,0.087510168,0.045786107,0.221988156,0.729852744
10/6/2018,0.086998557,0.045786107,0.221988156,0.729852744
10/7/2018,0.087217755,0.045786107,0.221988156,0.729852744
10/8/2018,0.0879556,0.026933004,0.217048542,0.731994645
10/9/2018,0.087812013,0.030075188,0.217243287,0.725301205
10/10/2018,0.086956933,0.032431826,0.187514317,0.729852744
10/11/2018,0.082026636,0.070811357,0.178765108,0.705220884
10/12/2018,0.082301232,0.064751431,0.194555885,0.707362784
10/13/2018,0.082472068,0.064751431,0.194555885,0.707362784
10/14/2018,0.082546032,0.064751431,0.194555885,0.707362784
10/15/2018,0.087121781,0.074065761,0.188331981,0.713253012
10/16/2018,0.087115343,0.075075749,0.208537355,0.711378849
10/17/2018,0.086341563,0.071035798,0.208274846,0.717536814
10/18/2018,0.085327625,0.074177982,0.193450353,0.716465863
10/19/2018,0.085158436,0.072831332,0.190052806,0.722623829
10/20/2018,0.085514482,0.072831332,0.190052806,0.722623829
10/21/2018,0.08541207,0.072831332,0.190052806,0.722623829
10/22/2018,0.085484088,0.068230277,0.191896938,0.722088353
10/23/2018,0.085313102,0.081921221,0.18897176,0.714056225
10/24/2018,0.085614049,0.075636853,0.158003659,0.702811245
10/25/2018,0.085321337,0.077095724,0.177756465,0.706024096
10/26/2018,0.085298279,0.080911233,0.163536973,0.690227577
10/27/2018,0.085382574,0.080911233,0.163536973,0.690227577
10/28/2018,0.085472559,0.080911233,0.163536973,0.690227577
10/29/2018,0.083170386,0.071933565,0.152536225,0.692904953
10/30/2018,0.083194941,0.069801369,0.163013839,0.699062918
10/31/2018,0.082945499,0.058242621,0.176586017,0.712182062
11/1/2018,0.083846395,0.084838963,0.188644336,0.708165997
11/2/2018,0.084006002,0.0791157,0.181392999,0.726907631
11/3/2018,0.083599049,0.0791157,0.181392999,0.726907631
11/4/2018,0.08382169,0.0791157,0.181392999,0.726907631
11/5/2018,0.084473443,0.07788127,0.178745353,0.723427041
11/6/2018,0.085092557,0.071148019,0.18317782,0.726907631
11/7/2018,0.086127606,0.07384132,0.201505204,0.726639893
11/8/2018,0.084983407,0.070138032,0.197753909,0.732262383
11/9/2018,0.083963779,0.051621591,0.186088894,0.72021419
11/10/2018,0.08431713,0.051621591,0.186088894,0.72021419
11/11/2018,0.084347824,0.051621591,0.186088894,0.72021419
11/12/2018,0.083748924,0.045898328,0.166703986,0.719410977
11/13/2018,0.083572547,0.04354169,0.166703986,0.708433735
11/14/2018,0.074272523,0.053304904,0.160637201,0.701740295
11/15/2018,0.072920206,0.058803726,0.172176107,0.701204819
11/16/2018,0.071834999,0.067781394,0.171126117,0.689424364
11/17/2018,0.071517282,0.067781394,0.171126117,0.689424364
11/18/2018,0.072553529,0.067781394,0.171126117,0.689424364
11/19/2018,0.061293454,0.070362473,0.150484162,0.684872825
11/20/2018,0.05501069,0.065761418,0.13922559,0.682463186
11/21/2018,0.057261058,0.073392436,0.145193602,0.685943775
11/22/2018,0.053724102,0.073392436,0.145193602,0.685943775
11/23/2018,0.05344217,0.068005835,0.142063296,0.684069612
11/24/2018,0.04645974,0.068005835,0.142063296,0.684069612
11/25/2018,0.048394338,0.068005835,0.142063296,0.684069612
11/26/2018,0.044938084,0.067108069,0.155505644,0.688888889
11/27/2018,0.045560791,0.057008192,0.155585628,0.684337349
11/28/2018,0.052099285,0.068454719,0.175239614,0.681392236
11/29/2018,0.052420093,0.071484682,0.173498069,0.678982597
11/30/2018,0.048503614,0.067108069,0.178904356,0.673092369
12/1/2018,0.05145924,0.067108069,0.178904356,0.673092369
12/2/2018,0.050339388,0.067108069,0.178904356,0.673092369
12/3/2018,0.046659936,0.082482325,0.189345263,0.66746988
12/4/2018,0.047599655,0.090562226,0.162710902,0.649263722
12/5/2018,0.044561747,0.090562226,0.162710902,0.649263722
12/6/2018,0.041074753,0.087195601,0.165517505,0.636412316
12/7/2018,0.039560067,0.096958815,0.144911338,0.629451138
12/8/2018,0.040401185,0.096958815,0.144911338,0.629451138
12/9/2018,0.042469181,0.096958815,0.144911338,0.629451138
12/10/2018,0.040798575,0.093479969,0.149735226,0.631057564
12/11/2018,0.039629702,0.091459993,0.150799366,0.637215529
12/12/2018,0.040563419,0.094265515,0.157054327,0.644444444
12/13/2018,0.037969089,0.09235776,0.15442175,0.645783133
12/14/2018,0.036903158,0.085961172,0.139398743,0.64042838
12/15/2018,0.036817469,0.085961172,0.139398743,0.64042838
12/16/2018,0.037058188,0.085961172,0.139398743,0.64042838
12/17/2018,0.041445518,0.09763214,0.124633514,0.631325301
12/18/2018,0.043694305,0.099652115,0.127473103,0.622757697
12/19/2018,0.044441308,0.10290652,0.113634649,0.610174029
12/20/2018,0.050257984,0.115811918,0.103433647,0.613119143
12/21/2018,0.046696062,0.104814274,0.085046999,0.613922356
12/22/2018,0.04845741,0.104814274,0.085046999,0.613922356
12/23/2018,0.048229795,0.104814274,0.085046999,0.613922356
12/24/2018,0.049421889,0.120188531,0.071868079,0.602409639
12/25/2018,0.045482494,0.120188531,0.071868079,0.602409639
12/26/2018,0.046108448,0.122096285,0.105875201,0.615261044
12/27/2018,0.043077054,0.131186174,0.108239664,0.600803213
12/28/2018,0.047105933,0.134103917,0.108712906,0.59892905
12/29/2018,0.04555613,0.134103917,0.108712906,0.59892905
12/30/2018,0.046238036,0.134103917,0.108712906,0.59892905
12/31/2018,0.044392641,0.132308383,0.113488785,0.585542169
1/1/2019,0.045902163,0.132308383,0.113488785,0.585542169
1/2/2019,0.047397758,0.135338346,0.116373535,0.578848728
1/3/2019,0.04580067,0.147458198,0.097326388,0.550200803
1/4/2019,0.046114738,0.1372461,0.123234416,0.578313253
1/5/2019,0.045927235,0.1372461,0.123234416,0.578313253
1/6/2019,0.049392446,0.1372461,0.123234416,0.578313253
1/7/2019,0.048623092,0.141847155,0.131195226,0.584471218
1/8/2019,0.048706934,0.137807205,0.138113488,0.593574297
1/9/2019,0.048773537,0.144652676,0.143766296,0.596787149
1/10/2019,0.043437759,0.139490517,0.14649388,0.597590361
1/11/2019,0.043564139,0.142183818,0.145121152,0.589558233
1/12/2019,0.043173888,0.142183818,0.145121152,0.589558233
1/13/2019,0.041551648,0.142183818,0.145121152,0.589558233
1/14/2019,0.043843926,0.144428235,0.138952745,0.591967871
1/15/2019,0.042715344,0.14117383,0.150046663,0.592235609
1/16/2019,0.04307965,0.147233756,0.151068444,0.597590361
1/17/2019,0.043432358,0.146560431,0.1557512,0.602409639
1/18/2019,0.04312206,0.135675008,0.162597978,0.611780455
1/19/2019,0.04418105,0.135675008,0.162597978,0.611780455
1/20/2019,0.042271235,0.135675008,0.162597978,0.611780455
1/21/2019,0.041897204,0.135675008,0.162597978,0.611780455
1/22/2019,0.042324588,0.137021659,0.149720157,0.597322624
1/23/2019,0.042033314,0.137694984,0.150229188,0.604016064
1/24/2019,0.042269017,0.13320615,0.154716234,0.592503347
1/25/2019,0.042252553,0.153742565,0.163315858,0.603480589
1/26/2019,0.042292897,0.153742565,0.163315858,0.603480589
1/27/2019,0.042015986,0.153742565,0.163315858,0.603480589
1/28/2019,0.040316378,0.159353608,0.155866008,0.60107095
1/29/2019,0.039981989,0.165862417,0.150466291,0.592503347
1/30/2019,0.040551914,0.167770172,0.165030159,0.587951807
1/31/2019,0.040126859,0.178767815,0.174312885,0.57188755
2/1/2019,0.04057832,0.175625631,0.172631523,0.586880857
2/2/2019,0.04107414,0.175625631,0.172631523,0.586880857
2/3/2019,0.040219997,0.175625631,0.172631523,0.586880857
2/4/2019,0.040147243,0.172707889,0.18050385,0.595716198
2/5/2019,0.040255094,0.172595668,0.185635407,0.589825971
2/6/2019,0.039467694,0.167321288,0.183113824,0.589825971
2/7/2019,0.039253646,0.167209067,0.174934793,0.57643909
2/8/2019,0.043255928,0.172034564,0.175861568,0.571084337
2/9/2019,0.043322157,0.172034564,0.175861568,0.571084337
2/10/2019,0.043606403,0.172034564,0.175861568,0.571084337
2/11/2019,0.042981187,0.164515767,0.176774193,0.578848728
2/12/2019,0.043057517,0.166984626,0.186815273,0.585006693
2/13/2019,0.042736236,0.168780159,0.187357197,0.591432396
2/14/2019,0.042508809,0.167657951,0.187975384,0.577777778
2/15/2019,0.042567648,0.176972281,0.192252616,0.580187416
2/16/2019,0.042702052,0.176972281,0.192252616,0.580187416
2/17/2019,0.043361573,0.176972281,0.192252616,0.580187416
2/18/2019,0.046983096,0.176972281,0.192252616,0.580187416
2/19/2019,0.047452933,0.201660869,0.193603705,0.575100402
2/20/2019,0.048242375,0.205251936,0.193820089,0.576974565
2/21/2019,0.047558097,0.183032207,0.191057681,0.586077644
2/22/2019,0.048327809,0.189428796,0.19743967,0.577242303
2/23/2019,0.050379048,0.189428796,0.19743967,0.577242303
2/24/2019,0.045406685,0.189428796,0.19743967,0.577242303
2/25/2019,0.046488731,0.185725508,0.199972509,0.58206158
2/26/2019,0.046064435,0.184827741,0.199487001,0.572155288
2/27/2019,0.046014869,0.176523398,0.199977195,0.587416332
2/28/2019,0.046070833,0.171024576,0.197909145,0.592235609
3/1/2019,0.046142679,0.152620357,0.203819775,0.604016064
3/2/2019,0.046215016,0.152620357,0.203819775,0.604016064
3/3/2019,0.045956899,0.152620357,0.203819775,0.604016064
3/4/2019,0.044674972,0.139602738,0.202146867,0.595180723
3/5/2019,0.046693536,0.136460554,0.202033024,0.595180723
3/6/2019,0.046806842,0.139714959,0.195405479,0.587148594
3/7/2019,0.04691976,0.13848053,0.187458819,0.572155288
3/8/2019,0.046764754,0.153293682,0.186205585,0.569210174
3/9/2019,0.047695777,0.153293682,0.186205585,0.569210174
3/10/2019,0.04752039,0.153293682,0.186205585,0.569210174
3/11/2019,0.046826077,0.144091572,0.200311234,0.574029451
3/12/2019,0.046884903,0.152508136,0.203413286,0.563855422
3/13/2019,0.046848384,0.165076871,0.208341645,0.565461847
3/14/2019,0.047112678,0.149253731,0.207165546,0.570548862
3/15/2019,0.047659805,0.158680283,0.212586856,0.56064257
3/16/2019,0.048974611,0.158680283,0.212586856,0.56064257
3/17/2019,0.048622803,0.158680283,0.212586856,0.56064257
3/18/2019,0.048731779,0.15699697,0.215028455,0.563052209
3/19/2019,0.049310958,0.16227135,0.215919487,0.56626506
3/20/2019,0.049554802,0.157221412,0.21639181,0.545113788
3/21/2019,0.04868416,0.163505779,0.226740513,0.545649264
3/22/2019,0.048603926,0.169677926,0.208271998,0.523694779
3/23/2019,0.048781473,0.169677926,0.208271998,0.523694779
3/24/2019,0.048576977,0.169677926,0.208271998,0.523694779
3/25/2019,0.047692137,0.181236674,0.207789338,0.514323963
3/26/2019,0.048021684,0.172707889,0.2128682,0.512717537
3/27/2019,0.049548662,0.167770172,0.208338797,0.502008032
3/28/2019,0.04927977,0.145213781,0.210765327,0.506024096
3/29/2019,0.049717976,0.148804848,0.216424704,0.512717537
3/30/2019,0.049842031,0.148804848,0.216424704,0.512717537
3/31/2019,0.049823229,0.148804848,0.216424704,0.512717537
4/1/2019,0.05061346,0.143642689,0.225794948,0.534939759
4/2/2019,0.061419041,0.145438222,0.227655987,0.530655957
4/3/2019,0.06281364,0.145326002,0.232064932,0.540294511
4/4/2019,0.062061675,0.144316014,0.231710219,0.538955823
4/5/2019,0.063766779,0.145887106,0.236123897,0.53601071
4/6/2019,0.064113185,0.145887106,0.236123897,0.53601071
4/7/2019,0.066195558,0.145887106,0.236123897,0.53601071
4/8/2019,0.067556171,0.153405903,0.237553086,0.540829987
4/9/2019,0.066286312,0.160588037,0.233356757,0.535475234
4/10/2019,0.068076927,0.166872405,0.23852787,0.529585007
4/11/2019,0.064183113,0.143867131,0.236939631,0.536813922
4/12/2019,0.064558193,0.146111548,0.240402093,0.551807229
4/13/2019,0.064663714,0.146111548,0.240402093,0.551807229
4/14/2019,0.065728796,0.146111548,0.240402093,0.551807229
4/15/2019,0.064222353,0.141847155,0.23963524,0.549933066
4/16/2019,0.066744487,0.125911794,0.241914069,0.560374833
4/17/2019,0.066989718,0.125462911,0.241523614,0.560374833
4/18/2019,0.067685154,0.125126248,0.241709906,0.551807229
4/19/2019,0.067766408,0.125126248,0.241709906,0.551807229
4/20/2019,0.068276574,0.125126248,0.241709906,0.551807229
4/21/2019,0.067926896,0.125126248,0.241709906,0.551807229
4/22/2019,0.069197073,0.126921782,0.243329155,0.559839357
4/23/2019,0.071787267,0.122208506,0.253260113,0.554484605
4/24/2019,0.070177791,0.129166199,0.251490315,0.541633199
4/25/2019,0.066369517,0.129502862,0.253058798,0.544846051
4/26/2019,0.067400115,0.139714959,0.255666889,0.53708166
4/27/2019,0.067234562,0.139714959,0.255666889,0.53708166
4/28/2019,0.067486818,0.139714959,0.255666889,0.53708166
4/29/2019,0.066921059,0.132645045,0.257120565,0.545381526
4/30/2019,0.06846883,0.137358321,0.250867488,0.53815261
5/1/2019,0.069246957,0.135787229,0.246562967,0.538688086
5/2/2019,0.070782936,0.12265739,0.245352044,0.549665328
5/3/2019,0.074720791,0.133318371,0.257322845,0.544042838
5/4/2019,0.075662234,0.133318371,0.257322845,0.544042838
5/5/2019,0.075131323,0.133318371,0.257322845,0.544042838
5/6/2019,0.074399146,0.136123892,0.253492531,0.535742972
5/7/2019,0.07563729,0.138143867,0.238482664,0.521820616
5/8/2019,0.077927422,0.133542812,0.236559513,0.530923695
5/9/2019,0.080803213,0.138143867,0.233480018,0.524230254
5/10/2019,0.0838624,0.140612726,0.234077485,0.523694779
5/11/2019,0.096228535,0.140612726,0.234077485,0.523694779
5/12/2019,0.092748922,0.140612726,0.234077485,0.523694779
5/13/2019,0.105363914,0.156772528,0.208681289,0.510307898
5/14/2019,0.108051494,0.150712602,0.216911177,0.514056225
5/15/2019,0.11120697,0.152508136,0.22515889,0.50334672
5/16/2019,0.106411902,0.13982718,0.232300152,0.510307898
5/17/2019,0.098311571,0.128043991,0.224606584,0.507095047
5/18/2019,0.097223252,0.128043991,0.224606584,0.507095047
5/19/2019,0.111095009,0.128043991,0.224606584,0.507095047
5/20/2019,0.107810331,0.129839524,0.213889982,0.513253012
5/21/2019,0.107586023,0.125238469,0.221731298,0.515930388
5/22/2019,0.103344892,0.127034003,0.218449478,0.507095047
5/23/2019,0.106366047,0.139602738,0.20691806,0.481124498
5/24/2019,0.107946019,0.137582763,0.207739446,0.488621151
5/25/2019,0.108921812,0.137582763,0.207739446,0.488621151
5/26/2019,0.118214831,0.137582763,0.207739446,0.488621151
5/27/2019,0.120199622,0.137582763,0.207739446,0.488621151
5/28/2019,0.118914732,0.130288408,0.20494883,0.473627845
5/29/2019,0.118009285,0.134889462,0.19929979,0.465060241
5/30/2019,0.112918399,0.142183818,0.201220138,0.462650602
5/31/2019,0.116736829,0.163169117,0.190440459,0.439892905
6/1/2019,0.11657984,0.163169117,0.190440459,0.439892905
6/2/2019,0.119259045,0.163169117,0.190440459,0.439892905
6/3/2019,0.111264275,0.182134441,0.179137692,0.42356091
6/4/2019,0.103759694,0.182919987,0.19740016,0.43373494
6/5/2019,0.105503403,0.188418808,0.201950238,0.43480589
6/6/2019,0.105470342,0.198855347,0.205720323,0.435073628
6/7/2019,0.10879316,0.202895298,0.217627173,0.424364123
6/8/2019,0.107448275,0.202895298,0.217627173,0.424364123
6/9/2019,0.10346483,0.202895298,0.217627173,0.424364123
6/10/2019,0.108140037,0.184378858,0.225254862,0.440160643
6/11/2019,0.107052801,0.186286612,0.2251984,0.43935743
6/12/2019,0.110318951,0.192458759,0.222389913,0.435876841
6/13/2019,0.111592607,0.200650881,0.226568325,0.426238286
6/14/2019,0.118523516,0.201660869,0.222760614,0.426773762
6/15/2019,0.120687679,0.201660869,0.222760614,0.426773762
6/16/2019,0.123025079,0.201660869,0.222760614,0.426773762
