time,price
5/19/2019,8197.689691
5/20/2019,7978.309072
5/21/2019,7963.327779
5/22/2019,7680.066546
5/23/2019,7881.846721
5/24/2019,7987.371566
5/25/2019,8052.543859
5/26/2019,8673.216035
5/27/2019,8805.778377
5/28/2019,8719.961736
5/29/2019,8659.487756
5/30/2019,8319.472229
5/31/2019,8574.501649
6/1/2019,8564.016472
6/2/2019,8742.9581
6/3/2019,8208.99483
6/4/2019,7707.770771
6/5/2019,7824.231539
6/6/2019,7822.023382
6/7/2019,8043.951358
6/8/2019,7954.127724
6/9/2019,7688.077111
6/10/2019,8000.329823
6/11/2019,7927.714351
6/12/2019,8145.857474
6/13/2019,8230.923831
6/14/2019,8693.832815
6/15/2019,8838.375234
6/16/2019,8994.488013
6/17/2019,9320.352183
6/18/2019,9081.762851
6/19/2019,9273.521766
6/20/2019,9527.16035
6/21/2019,10144.55672
6/22/2019,10701.69101
6/23/2019,10855.37102
6/24/2019,11011.10245
6/25/2019,11790.91653
6/26/2019,13016.23174
6/27/2019,11182.80629
6/28/2019,12407.332
6/29/2019,11959.37098
6/30/2019,10817.1556
7/1/2019,10583.13452
7/2/2019,10801.67792
7/3/2019,11961.26934
7/4/2019,11215.43755
7/5/2019,10978.45995
7/6/2019,11208.55085
7/7/2019,11450.84676
7/8/2019,12285.95822
7/9/2019,12573.81294
7/10/2019,12156.51263
7/11/2019,11358.66175
7/12/2019,11815.98669
7/13/2019,11392.37934
7/14/2019,10256.05828
7/15/2019,10895.08939
7/16/2019,9477.642042
7/17/2019,9693.802724
7/18/2019,10666.48285
7/19/2019,10530.73263
7/20/2019,10767.13952
7/21/2019,10599.1054
7/22/2019,10343.10617
7/23/2019,9900.768011
7/24/2019,9811.926188
7/25/2019,9911.842265
7/26/2019,9870.303538
7/27/2019,9477.677678
7/28/2019,9552.860435
7/29/2019,9519.145914
7/30/2019,9607.423687
7/31/2019,10085.62775
8/1/2019,10399.66942
8/2/2019,10518.17468
8/3/2019,10821.72651
8/4/2019,10970.18422
8/5/2019,11805.65373
8/6/2019,11478.16935
8/7/2019,11941.96834
8/8/2019,11966.40741
8/9/2019,11862.93676
8/10/2019,11354.02422
8/11/2019,11523.57938
8/12/2019,11382.61596
8/13/2019,10895.83044
8/14/2019,10051.70393
8/15/2019,10311.54543
8/16/2019,10374.33935
8/17/2019,10231.74385
8/18/2019,10345.81038
8/19/2019,10916.05387
8/20/2019,10763.23263
8/21/2019,10138.04936
8/22/2019,10131.0561
8/23/2019,10407.96533
8/24/2019,10159.96054
8/25/2019,10138.51767
8/26/2019,10370.82016
8/27/2019,10185.4999
8/28/2019,9754.423273
8/29/2019,9510.200544
8/30/2019,9598.173648
8/31/2019,9630.663848
9/1/2019,9757.970318
9/2/2019,10346.76079
9/3/2019,10623.54012
9/4/2019,10594.49335
9/5/2019,10575.53328
9/6/2019,10353.30256
9/7/2019,10517.25478
9/8/2019,10441.27598
9/9/2019,10334.97416
9/10/2019,10115.97579
9/11/2019,10178.37189
9/12/2019,10410.1268
9/13/2019,10360.54728
9/14/2019,10358.04916
9/15/2019,10347.71291
9/16/2019,10276.79356
9/17/2019,10241.27215
9/18/2019,10198.24841
9/19/2019,10266.41497
9/20/2019,10181.64131
9/21/2019,10019.71691
9/22/2019,10070.39211
9/23/2019,9729.323764
9/24/2019,8620.566427
9/25/2019,8486.992972
9/26/2019,8118.967568
9/27/2019,8251.845557
9/28/2019,8245.915155
9/29/2019,8104.185676
9/30/2019,8293.867741
10/1/2019,8343.276681
10/2/2019,8393.041645
10/3/2019,8259.991979
10/4/2019,8205.939241
10/5/2019,8151.500529
10/6/2019,7988.155959
10/7/2019,8245.622933
10/8/2019,8228.783153
10/9/2019,8595.739817
10/10/2019,8586.473425
10/11/2019,8321.756712
10/12/2019,8336.555274
10/13/2019,8321.005747
10/14/2019,8374.686447
10/15/2019,8205.369316
10/16/2019,8047.526863
10/17/2019,8103.911373
10/18/2019,7973.207446
10/19/2019,7988.560442
10/20/2019,8222.07826
10/21/2019,8243.721139
10/22/2019,8078.203322
10/23/2019,7514.672013
10/24/2019,7493.488732
10/25/2019,8660.700637
10/26/2019,9244.972209
10/27/2019,9551.714963
10/28/2019,9256.148389
10/29/2019,9427.687584
10/30/2019,9205.726559
10/31/2019,9199.584833
11/1/2019,9261.104352
11/2/2019,9324.717763
11/3/2019,9235.354879
11/4/2019,9412.611871
